SD,ES,2019,Quarter,1,OTB_DEF_>=70_0_0,Div,27.8.a,NA,HOM,NA,D,R,N,lngt,18,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,1.36389,0.0535569,18,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_DEF_>=70_0_0,Div,27.8.a,NA,HOM,NA,D,R,N,lngt,19,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,1.73668,0.0627531,19,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_DEF_>=70_0_0,Div,27.8.a,NA,HOM,NA,D,R,N,lngt,20,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,0.676503,0.0729478,20,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_DEF_>=70_0_0,Div,27.8.a,NA,HOM,NA,D,R,N,lngt,21,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,1.82043,0.0841928,21,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_DEF_>=70_0_0,Div,27.8.a,NA,HOM,NA,D,R,N,lngt,22,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,0.58134,0.0965398,22,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_DEF_>=70_0_0,Div,27.8.a,NA,HOM,NA,D,R,N,lngt,23,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,0.228315,0.110041,23,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_DEF_>=70_0_0,Div,27.8.a,NA,HOM,NA,D,R,N,lngt,24,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,0.1909,0.124747,24,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_DEF_>=70_0_0,Div,27.8.a,NA,HOM,NA,D,R,N,lngt,25,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,0.152418,0.140711,25,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_DEF_>=70_0_0,Div,27.8.a,NA,HOM,NA,D,R,N,lngt,26,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,0.0438853,0.157984,26,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_DEF_>=70_0_0,Div,27.8.a,NA,HOM,NA,D,R,N,lngt,7,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,0.142105,0.00353609,7,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_DEF_>=70_0_0,Div,27.8.a,NA,HOM,NA,D,R,N,lngt,8,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,1.6761,0.00515402,8,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_DEF_>=70_0_0,Div,27.8.a,NA,HOM,NA,D,R,N,lngt,9,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,18.729,0.00720357,9,-9,-9,-9
HI,ES,2019,Quarter,1,OTB_DEF_>=70_0_0,Div,27.8.b,NA,kWd,130385,NA,,,,,,,,,,,,,,,,,,,,,
SI,ES,2019,Quarter,1,OTB_DEF_>=70_0_0,Div,27.8.b,NA,HOM,NA,D,R,NA,NA,O,NA,t,242.031,-9,-9,NA,NA,NA,,,,,,,,,
SI,ES,2019,Quarter,1,OTB_DEF_>=70_0_0,Div,27.8.b,NA,HOM,NA,L,R,NA,H,M,NA,t,2.509,2.509,-9,NA,NA,NA,,,,,,,,,
SD,ES,2019,Quarter,1,OTB_DEF_>=70_0_0,Div,27.8.b,NA,HOM,NA,D,R,N,lngt,10,-9,100,41,6619,-9,-9,kg,k,cm,cm,NA,2824.25,0.00973607,10,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_DEF_>=70_0_0,Div,27.8.b,NA,HOM,NA,D,R,N,lngt,11,-9,100,41,6619,-9,-9,kg,k,cm,cm,NA,1033.76,0.0128029,11,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_DEF_>=70_0_0,Div,27.8.b,NA,HOM,NA,D,R,N,lngt,12,-9,100,41,6619,-9,-9,kg,k,cm,cm,NA,1702.21,0.0164555,12,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_DEF_>=70_0_0,Div,27.8.b,NA,HOM,NA,D,R,N,lngt,13,-9,100,41,6619,-9,-9,kg,k,cm,cm,NA,1188.41,0.0207453,13,-9,-9,-9
